seed,pin_set,star-class,tidally-locked,day-length-hours,year-std-days,year-local-days,obliquity-degrees,obliquity-range,moons-admitted,refused-a-moon,total-tide,months-per-year-innermost,neighbor-count,brightest-neighbor-class,belief-kind,genesis-note-count,plate-count,ocean-fraction,mountain-coverage,band-count,habitable-fraction,unrest-coverage,dominant-land-biome,mean-land-temperature-c,settlement-count,mean-population,flagship-subsistence,flagship-biome,flagship-coastal,flagship-structure-size,endorheic-coverage,pantheon-size,cult-form,pantheon-verticality,head-deity-periodicity,goblin-flagship-roles,kobold-flagship-roles,goblin-flagship-population,kobold-flagship-population,goblin-flagship-surplus,kobold-flagship-surplus,goblin-flagship-coastal,kobold-flagship-coastal,goblin-settlement-count,kobold-settlement-count,head-deity-domain-goblin,head-deity-domain-kobold,pantheon-size-goblin,pantheon-size-kobold,cult-form-goblin,cult-form-kobold,blind-attribution-correct,phonotactic-validity-goblin,phonotactic-validity-kobold,epithet-honorific-goblin,epithet-honorific-kobold,name-length-goblin,name-length-kobold,name-collision-rate,head-deity-domain-goblin-twin,pantheon-size-goblin-twin,cult-form-goblin-twin,name-length-goblin-twin,pantheon-cyclic-share-goblin,pantheon-cyclic-share-goblin-twin,name-gloss-true,lexicon-regular-goblin,lexicon-regular-kobold,exposure-sound-goblin,exposure-sound-kobold,hue-depth-goblin,hue-depth-kobold,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,lexicon-regular-family,monophyly-goblinoid,clean-outgroup-kobold,inventory-closure-goblin,inventory-closure-hobgoblin,inventory-closure-bugbear,inventory-closure-kobold,divergence-magnitude-goblin,divergence-magnitude-hobgoblin,divergence-magnitude-bugbear,divergence-real,homophony-count-goblin,homophony-count-hobgoblin,homophony-count-bugbear,homophony-count-kobold,core-homophony-goblin,core-homophony-hobgoblin,core-homophony-bugbear,core-homophony-kobold,homophony-merger-share-goblin,homophony-merger-share-hobgoblin,homophony-merger-share-bugbear,homophony-merger-share-kobold,confusable-homophony-goblin,confusable-homophony-hobgoblin,confusable-homophony-bugbear,confusable-homophony-kobold,tone-count-goblin,tone-count-kobold,distinguishable-capacity-goblin,distinguishable-capacity-bugbear,distinguishable-capacity-kobold,refusal
428,default,yellow dwarf (G),false,34.837736,345.1377,237.76817,2.2316732,1.0106044,1,false,1.6616435,18.068263,3,sun-like,ambient,0,15,0.68780821,0.42203628,3,0.15492408,0.015941604,tropical-seasonal-forest,15.919045,70,280.34286,farming,temperate-forest,true,2,0.2313888,4,folk,flat,cyclic,"farmer,chief","digger,elders",317,389,0.36,0.06,true,false,37,31,solar,lunar,4,4,folk,folk,true,true,true,true,false,9.9333333,23.333333,0.069767442,,,,,1,,true,true,true,true,true,4,2,6.0376748,3.3613637,0.045066159,9,0.25312793,0.8024185,28,true,true,true,true,true,true,true,2,2,4,true,2,2,21,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,30,64,200,
429,default,yellow dwarf (G),false,31.670848,388.12264,294.11727,29.239218,0.22243749,0,false,-0,,4,orange-giant,ambient,0,17,0.515551,0.52202177,3,0.2629022,0.0072750354,ice,-3.5076354,105,337.20952,farming,temperate-rainforest,true,5,0.33350131,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",405,336,0.675,0.675,true,true,63,40,solar,solar,2,2,organized,organized,false,true,true,true,false,8.8059701,24.136364,0.053097345,,,,,1,,true,true,true,true,true,4,2,7.0085659,2.8153434,0.06098335,5,0.79076799,0.57702835,34,true,true,true,true,true,true,true,4,4,8,true,7,3,16,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,18,312,144,
430,default,yellow dwarf (G),false,34.242916,511.37925,358.41287,10.263715,0.884247,1,false,0.86680261,15.316434,3,orange-giant,cyclic,0,13,0.72057028,0.43438756,3,0.057077291,0.0095698452,taiga,-18.252006,49,293.93878,farming,temperate-rainforest,true,4,0.19194478,4,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,shaper,keeper,elders",286,295,0.675,0.71206491,true,true,40,7,solar,lunar,4,5,organized,organized,true,true,true,true,false,9.6666667,8.8235294,0.15151515,,,,,1,,true,true,true,true,true,4,2,6.4435683,3.3619127,0.04201455,10,0.36921195,0.68727113,17,true,true,true,true,true,true,true,5,3,5,true,2,0,13,7,0,0,0,0,1,,1,1,0,0,0,0,1,1,36,28,32,
431,default,yellow-white dwarf (F),false,30.779373,729.66861,568.95397,34.984909,0.1350991,2,false,1.200082,19.429155,2,sun-like,ambient,0,15,0.54125775,0.45968815,3,0.067941019,0.0078121185,ice,-22.636272,57,291.24561,farming,temperate-rainforest,true,5,0.3171199,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",312,452,0.81,0.81,true,true,45,10,solar,lunar,8,7,organized,organized,true,true,true,true,false,16.04918,7.4166667,0.22988506,,,,,1,,true,true,true,true,true,4,2,6.3343785,3.3626279,0.050778771,5,0.43983822,0.55222238,31,true,true,true,true,true,true,true,1,3,3,true,3,2,7,8,0,0,0,0,1,1,1,1,0,0,0,0,1,1,126,308,84,
432,default,yellow dwarf (G),false,31.508218,283.85089,216.21094,30.139092,0.99211494,2,false,0.2987123,16.690396,4,sun-like,ambient,0,21,0.70260241,0.43662781,3,0.17897075,0.019627948,ice,-5.6888374,75,334.62667,farming,temperate-rainforest,true,5,0.15063208,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",455,508,0.675,0.765,true,true,55,18,solar,lunar,8,6,organized,organized,true,true,true,true,false,9.2676056,11.633333,0.21359223,,,,,1,,true,true,true,true,true,4,2,6.3725022,3.9614081,0.036277526,8,0.22032507,0.6560087,23,true,true,true,true,true,true,true,1,2,4,true,0,0,5,13,0,0,0,0,,,1,1,0,0,0,0,1,1,180,6,168,
433,default,orange dwarf (K),true,,137.18413,,0.088949135,0.023867888,1,true,7.4664372,8.9769543,5,orange-giant,ambient,1,19,0.50451638,0.5096078,locked,0.11823153,0.023143401,ice,-22.078254,39,313.61538,farming,temperate-rainforest,true,5,0.26463343,3,organized,ranked,eternal,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",498,395,0.72660198,0.85550997,true,true,16,21,solar,solar,3,3,organized,organized,false,true,true,true,false,11.318182,14.481481,0.058823529,,,,,0.66666667,,true,true,true,true,true,4,2,7.0729147,3.1571417,0.057687613,5,0.5401557,0.75056728,31,true,true,true,true,true,true,true,4,2,3,true,11,1,3,9,0,0,0,0,1,1,1,1,0,0,0,0,1,1,63,96,30,
434,default,orange dwarf (K),false,19.385082,249.74016,309.19465,1.5038952,2.2597085,1,false,0.26749817,6.3547778,5,sun-like,cyclic,0,29,0.70223622,0.43568091,5,0.058468825,0.034153606,ice,-24.463019,49,291.4898,farming,taiga,true,5,0.18529147,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",346,347,0.72,0.765,true,true,42,5,solar,lunar,4,3,organized,organized,true,true,true,true,false,20.28,9.3636364,0.095238095,,,,,1,,true,true,true,true,true,4,2,6.8858798,3.5533546,0.0453347,10,0.19373616,0.72076054,30,true,true,true,true,true,true,true,5,7,7,true,0,0,5,0,0,0,0,0,,,1,,0,0,0,0,1,1,99,56,68,
435,default,yellow-white dwarf (F),false,30.642888,857.27257,671.42959,17.745213,0.26705306,2,false,3.4811655,77.175971,3,blue-giant,ambient,0,24,0.71966701,0.50492032,3,0.13358723,0.036643719,ice,-7.450361,74,338.51351,farming,temperate-forest,true,5,0.17242881,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",504,373,0.66813079,0.81,true,true,49,23,solar,lunar,8,7,organized,organized,true,true,true,true,false,7.9538462,11.972973,0.20952381,,,,,1,,true,true,true,true,true,4,2,6.9936022,3.0416222,0.043479322,10,0.25568231,0.72377244,40,true,true,true,true,true,true,true,3,4,5,true,0,3,22,4,0,0,0,0,,1,1,1,0,0,0,0,1,1,21,36,104,
436,default,yellow-white dwarf (F),false,26.931324,677.99089,604.19538,29.903151,1.2457053,1,false,0.45698973,23.2443,3,red-dwarf,ambient,0,38,0.64454861,0.44381868,3,0.18619696,0.023949026,tropical-seasonal-forest,18.443401,86,274.60465,farming,temperate-forest,true,3,0.19979396,5,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",411,450,0.405,0.06,true,false,43,41,solar,lunar,5,4,organized,folk,true,true,true,true,false,10.509434,16.530612,0.12380952,,,,,1,,true,true,true,true,true,4,2,6.7602377,3.411689,0.047165666,9,0.37932692,0.75673346,25,true,true,true,true,true,true,true,2,4,4,true,2,4,4,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,144,28,36,
437,default,yellow-white dwarf (F),false,25.32323,801.67383,759.78349,19.951675,0.38494776,2,false,2.2865044,28.934984,4,sun-like,ambient,0,30,0.74434842,0.45903361,3,0.12023339,0.018187588,ice,-7.2248178,62,346.3871,farming,temperate-rainforest,true,5,0.21361727,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",402,551,0.71880465,0.72,true,true,44,16,solar,lunar,8,6,organized,organized,true,true,true,true,false,8.0166667,17.464286,0.23076923,,,,,1,,true,true,true,true,true,4,2,6.6781401,3.3933703,0.037620233,13,0.19681054,0.71862702,33,true,true,true,true,true,true,true,8,5,6,true,16,0,3,13,0,0,0,0,1,,1,1,0,0,0,0,1,1,12,120,12,
438,default,yellow-white dwarf (F),false,26.350194,765.98465,697.6659,24.797765,0.69666246,3,false,4.8995371,130.41456,3,red-dwarf,ambient,0,30,0.68617255,0.53395566,3,0.042112202,0.02160539,ice,-27.121819,43,296.30233,farming,taiga,true,5,0.19478802,12,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",391,421,0.72,0.72578334,true,true,38,3,solar,lunar,12,10,organized,organized,true,true,true,true,false,11.758065,7.6956522,0.40909091,,,,,1,,true,true,true,true,true,4,2,7.0798941,2.8629528,0.045920609,10,0.22224815,0.79578634,33,true,true,true,true,true,true,true,1,2,4,true,0,2,14,0,0,0,0,0,,1,1,,0,0,0,0,1,1,504,176,102,
439,default,orange dwarf (K),false,29.808533,162.54371,130.87021,9.1963898,0.22305758,2,false,5.1140625,13.056237,5,orange-giant,ambient,0,22,0.5684781,0.48500792,3,0.19410673,0.0049313998,ice,-10.512747,92,317.36957,farming,temperate-rainforest,true,5,0.22906766,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",510,434,0.72,0.675,true,true,66,24,solar,lunar,8,8,organized,organized,true,true,true,true,false,9.4878049,12.875,0.20325203,,,,,1,,true,true,true,true,true,4,2,7.2085797,3.2724337,0.05536839,6,0.42679339,0.73149837,36,true,true,true,true,true,true,true,2,2,6,true,0,0,2,0,0,0,0,0,,,1,,0,0,0,0,1,1,96,16,16,
440,default,yellow dwarf (G),false,28.820565,411.82102,342.93931,12.148453,0.00090014312,3,false,1.6077428,34.583284,3,sun-like,cyclic,0,13,0.70968214,0.46148671,3,0.16410332,0.013305014,temperate-forest,-2.2032015,79,345.48101,farming,temperate-rainforest,true,5,0.14429869,10,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",501,525,0.72,0.70800388,true,true,53,24,solar,lunar,10,8,organized,organized,true,true,true,true,false,7.4383562,9.5,0.23478261,,,,,1,,true,true,true,true,true,4,2,7.3326653,3.1228417,0.044675553,13,0.20383451,0.63028398,40,true,true,true,true,true,true,true,4,2,6,true,2,1,3,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,30,28,8,
441,default,orange dwarf (K),false,21.658576,250.90531,278.0297,23.129785,0.11591594,2,false,4.2075245,30.162661,4,blue-giant,ambient,0,34,0.73599922,0.49759571,3,0.032884137,0.03478834,ice,-25.238882,38,285.47368,farming,taiga,true,5,0.16691326,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",396,264,0.72,0.72,true,true,33,3,solar,lunar,9,8,organized,organized,true,true,true,true,false,6.4705882,8.1578947,0.38888889,,,,,1,,true,true,true,true,true,4,2,5.8080652,3.9246717,0.031175236,9,0.298317,0.73062264,17,true,true,true,true,true,true,true,2,5,3,true,0,5,9,2,0,0,0,0,,1,1,1,0,0,0,0,1,1,72,6,192,
442,default,yellow-white dwarf (F),false,20.072417,894.52672,1069.5593,16.356586,2.3338001,0,false,-0,,5,red-giant,cyclic,0,22,0.74290806,0.44563669,3,0.040525365,0.018334066,ice,-23.94601,47,299.68085,farming,taiga,true,5,0.14215174,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",333,359,0.72,0.72,true,true,40,5,solar,solar,2,2,organized,organized,false,true,true,true,false,7.9090909,13.777778,0.18181818,,,,,0.5,,true,true,true,true,true,4,2,7.0553313,3.4542331,0.03639959,11,0.1919096,0.68693379,29,true,true,true,true,true,true,true,4,3,7,true,2,0,6,0,0,0,0,0,1,,1,,0,0,0,0,1,1,18,16,230,
443,default,yellow-white dwarf (F),false,20.202065,706.27717,839.05543,3.8504579,1.8641881,1,false,1.0789297,37.814888,3,orange-giant,cyclic,0,9,0.59899419,0.52136856,3,0.034251257,0.020189444,ice,-28.589382,51,287.62745,farming,taiga,true,5,0.15018873,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",396,370,0.765,0.765,true,true,46,3,solar,lunar,4,4,organized,organized,true,true,true,true,false,11.444444,10.818182,0.14925373,,,,,1,,true,true,true,true,true,4,2,8.0150546,2.7536609,0.061740149,8,0.25021308,0.60722404,27,true,true,true,true,true,true,true,2,1,3,true,0,0,10,0,0,0,0,0,,,1,,0,0,0,0,1,1,1026,64,200,
444,default,yellow dwarf (G),false,28.540859,584.90639,491.84761,13.308403,2.4503488,1,false,0.76448712,11.54972,3,sun-like,cyclic,0,26,0.54694595,0.45144951,3,0.11637615,0.033347981,ice,-20.489655,75,305.57333,farming,temperate-rainforest,true,5,0.27470633,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",350,448,0.72,0.72,true,true,58,15,solar,lunar,4,3,organized,organized,true,true,true,true,false,11.863636,15.666667,0.077777778,,,,,1,,true,true,true,true,true,4,2,7.6000492,2.978402,0.060397442,9,0.40758702,0.67064972,35,true,true,true,true,true,true,true,3,2,5,true,3,0,14,0,0,0,0,0,1,,1,,0,0,0,0,1,1,630,80,16,
445,default,yellow-white dwarf (F),false,23.936644,623.90671,625.55808,6.2711394,3.7038171,1,false,0.035719796,8.5371043,3,sun-like,cyclic,0,30,0.59074264,0.49683846,3,0.22547727,0.020213857,temperate-forest,-0.048603878,87,322.05747,farming,temperate-rainforest,true,5,0.24319971,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",371,419,0.72,0.675,true,true,48,37,solar,lunar,4,3,organized,organized,true,true,true,true,false,14.053571,21.162791,0.099009901,,,,,1,,true,true,true,true,true,4,2,6.8025554,3.2026451,0.047068014,8,0.30881651,0.73703595,24,true,true,true,true,true,true,true,3,1,1,true,2,2,3,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,72,416,18,
446,default,yellow dwarf (G),false,25.013807,275.38028,264.21915,29.631471,2.6691801,1,false,0.76444811,9.5736423,2,sun-like,ambient,0,25,0.51586837,0.43658918,3,0.25509008,0.029368683,tropical-seasonal-forest,6.6658215,97,290.02062,farming,temperate-forest,true,3,0.31007009,5,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",374,354,0.405,0.54,true,false,48,47,solar,lunar,5,4,organized,organized,true,true,true,true,false,11.465517,7.7636364,0.10434783,,,,,1,,true,true,true,true,true,4,2,6.5422929,3.2788289,0.056344905,5,0.74635671,0.71917192,25,true,true,true,true,true,true,true,4,1,5,true,6,0,11,0,0,0,0,0,1,,1,,0,0,0,0,1,1,120,32,48,
447,default,yellow-white dwarf (F),false,35.126261,478.39424,326.86262,23.998162,1.5391915,1,false,0.97575705,14.603305,3,blue-giant,eternal,0,26,0.52516967,0.49161954,3,0.24844978,0.022533079,tropical-seasonal-forest,8.5308142,90,294.77778,farming,temperate-forest,true,3,0.301491,6,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",318,360,0.585,0.585,true,true,44,44,solar,lunar,6,5,organized,organized,true,true,true,true,false,14.035714,10.203704,0.15929204,,,,,0.83333333,,true,true,true,true,true,4,2,6.5604846,3.2433543,0.057419071,6,0.35598972,0.74439537,23,true,true,true,true,true,true,true,3,0,1,true,4,7,1,6,0,0,0,0,1,1,1,1,0,0,0,0,1,1,360,32,48,
448,default,orange dwarf (K),false,39.543762,266.5057,161.74831,12.593594,0.18895261,2,true,5.0403103,21.621739,2,sun-like,cyclic,1,37,0.60651335,0.46494602,3,0.21114692,0.0082759631,ice,-4.3299088,91,331.73626,farming,temperate-rainforest,true,5,0.19016007,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",444,354,0.72,0.72,true,true,65,24,solar,lunar,7,6,organized,organized,true,true,true,true,false,15.012658,28.666667,0.16101695,,,,,1,,true,true,true,true,true,4,2,7.3279572,3.3295965,0.049143108,7,0.53685321,0.8114627,26,true,true,true,true,true,true,true,2,1,4,true,2,1,8,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,432,56,16,
449,default,yellow-white dwarf (F),true,,805.04003,,26.961078,1.6388178,1,false,1.2798467,83.482964,5,orange-giant,ambient,0,24,0.59831063,0.50176249,locked,0.10145989,0.012694693,ice,-17.289693,35,317.8,farming,temperate-rainforest,true,5,0.25963292,3,organized,ranked,eternal,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",400,544,0.71399574,0.77244973,true,true,18,15,solar,solar,3,3,organized,organized,false,true,true,true,false,8.5416667,16,0.085106383,,,,,0.66666667,,true,true,true,true,true,4,2,6.3495285,3.1554121,0.047727162,8,0.31451319,0.72009627,31,true,true,true,true,true,true,true,1,4,5,true,4,6,3,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,54,30,84,
450,default,orange dwarf (K),false,25.110855,241.8219,231.12418,17.481727,0.20289736,2,false,6.3485243,18.73593,3,red-dwarf,cyclic,0,15,0.55268297,0.49877204,3,0.23289878,0.0032469118,ice,-6.3911466,98,326.07143,farming,temperate-rainforest,true,5,0.23467773,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",412,459,0.72,0.71494114,true,true,66,30,solar,lunar,9,7,organized,organized,true,true,true,true,false,10.154762,11.136364,0.17557252,,,,,1,,true,true,true,true,true,4,2,7.0376349,3.2496116,0.05434305,6,0.53981335,0.76470875,23,true,true,true,true,true,true,true,5,6,7,true,5,0,1,3,0,0,0,0,1,,1,1,0,0,0,0,1,1,108,12,26,
451,default,yellow-white dwarf (F),false,33.778107,500.831,355.85013,13.917358,1.487558,1,false,1.146506,13.642443,4,red-giant,cyclic,0,15,0.73167814,0.42835047,3,0.17633416,0.0061032176,temperate-forest,2.1084229,78,324.01282,farming,temperate-rainforest,true,5,0.16386134,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",350,383,0.765,0.675,true,true,56,20,solar,lunar,4,5,organized,organized,true,true,true,true,false,6.0625,16.866667,0.15789474,,,,,1,,true,true,true,true,true,4,2,6.4468654,3.3576211,0.040012695,8,0.24984078,0.71115668,20,true,true,true,true,true,true,true,5,0,4,true,2,0,3,1,0,0,0,0,1,,1,1,0,0,0,0,1,1,18,12,56,
452,default,yellow dwarf (G),false,30.592565,441.09526,346.04114,30.904589,2.9351502,0,false,-0,,4,blue-giant,ambient,0,8,0.62699575,0.4743766,3,0.12748401,0.011767004,ice,-17.509405,66,343.43939,farming,temperate-rainforest,true,5,0.20191112,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",391,568,0.74954471,0.56632806,true,true,54,10,solar,solar,2,3,organized,organized,false,true,true,true,false,14.5,10.3125,0.026666667,,,,,1,,true,true,true,true,true,4,2,6.5356918,3.4529588,0.045627655,8,0.2038746,0.69836068,18,true,true,true,true,true,true,true,3,2,4,true,3,2,8,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,42,170,18,
453,default,yellow-white dwarf (F),false,19.789216,494.5699,599.80536,25.294073,3.4258899,1,false,0.078993698,9.7161126,5,sun-like,ambient,0,21,0.60624481,0.53406907,5,0.20592256,0.017284312,tropical-seasonal-forest,16.925472,81,272.14815,farming,temperate-rainforest,true,5,0.28544857,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",419,351,0.675,0.675,true,true,32,47,solar,lunar,5,4,organized,organized,true,true,true,true,false,8.5,12.763636,0.12121212,,,,,1,,true,true,true,true,true,4,2,5.5692437,3.7670577,0.037278453,7,0.22295245,0.63695969,20,true,true,true,true,true,true,true,3,3,8,true,1,1,6,5,0,0,0,0,1,1,1,1,0,0,0,0,1,1,162,16,120,
454,default,orange dwarf (K),false,32.406881,284.73644,210.8711,3.2859429,0.55679801,1,false,2.4618022,7.966273,4,red-giant,ambient,0,21,0.56383966,0.47828277,3,0.17208632,0.029075729,ice,-12.463103,81,339.61728,farming,temperate-rainforest,true,5,0.23200493,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,elders",565,510,0.81,0.10560797,true,true,56,23,solar,lunar,4,4,organized,folk,true,true,true,true,false,10.796875,13.193548,0.10309278,,,,,1,,true,true,true,true,true,4,2,6.9734202,3.2474954,0.052170304,7,0.40971678,0.6474642,30,true,true,true,true,true,true,true,2,2,5,true,4,5,4,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,144,96,20,
455,default,yellow dwarf (G),false,25.991374,418.92487,386.82822,20.968658,1.7848135,2,false,0.98204538,20.902883,4,red-giant,cyclic,0,17,0.5066403,0.47899451,3,0.2651726,0.032176163,alpine,0.67097186,107,306.75701,farming,temperate-forest,true,5,0.30337968,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",377,385,0.63,0.63,true,true,71,34,solar,lunar,8,6,organized,organized,true,true,true,true,false,10.08046,15.73913,0.15441176,,,,,1,,true,true,true,true,true,4,2,7.1720866,3.0675901,0.060519506,6,0.5545549,0.32686536,38,true,true,true,true,true,true,true,3,3,4,true,3,12,3,39,0,0,0,0,1,1,1,1,0,0,0,0,1,1,675,288,50,
456,default,yellow dwarf (G),false,29.698221,529.67688,428.04735,6.9981124,1.3498804,1,false,2.4899964,24.600882,2,blue-giant,ambient,0,30,0.67743274,0.51910997,3,0.090571749,0.030833455,ice,-17.877156,61,359.81967,farming,temperate-rainforest,true,5,0.22659502,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",431,468,0.72,0.81,true,true,51,8,solar,lunar,4,5,organized,organized,true,true,true,true,false,10.220339,10.666667,0.14102564,,,,,1,,true,true,true,true,true,4,2,7.276476,2.9236686,0.041038035,10,0.30681904,0.71483163,40,true,true,true,true,true,true,true,1,0,5,true,1,0,24,0,0,0,0,0,1,,1,,0,0,0,0,1,1,33,24,100,
457,default,orange dwarf (K),false,27.996809,193.84405,166.17098,31.028992,0.57409749,2,true,5.0398968,15.776835,3,blue-giant,ambient,1,15,0.50500464,0.53896232,3,0.11737708,0.018236414,ice,-22.827344,66,329.54545,farming,temperate-rainforest,true,5,0.23638785,10,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",355,352,0.765,0.72,true,true,56,8,solar,lunar,10,10,organized,organized,true,true,true,true,false,8.5921053,7.5,0.29245283,,,,,0.9,,true,true,true,true,true,4,2,6.7734651,3.0997356,0.053830379,4,0.56904715,0.62807155,20,true,true,true,true,true,true,true,2,1,2,true,5,0,14,0,0,0,0,0,1,,1,,0,0,0,0,1,1,378,180,10,
458,default,yellow-white dwarf (F),false,22.212167,472.1028,510.10183,12.27388,0.9805628,1,false,2.5151824,34.137063,2,red-dwarf,ambient,0,29,0.64335238,0.45574646,3,0.1731849,0.018553782,tropical-seasonal-forest,21.500703,82,278.17073,farming,temperate-forest,true,3,0.22410843,4,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",471,302,0.405,0.765,true,true,40,40,solar,lunar,4,4,organized,organized,true,true,true,true,false,20.645833,9.7916667,0.091836735,,,,,1,,true,true,true,true,true,4,2,7.073533,3.1229726,0.048532786,9,0.23225409,0.76556236,37,true,true,true,true,true,true,true,1,3,5,true,1,2,5,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,144,8,16,
459,default,yellow-white dwarf (F),false,22.799163,702.39624,739.39159,4.3889148,0.87359314,2,false,3.3172656,27.202675,2,red-giant,ambient,0,30,0.70094234,0.37330612,3,0.076558762,0.043479322,ice,-17.842009,54,329.57407,farming,temperate-rainforest,true,5,0.21902041,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",473,482,0.72,0.765,true,true,45,7,solar,lunar,8,7,organized,organized,true,true,true,true,false,9.8852459,7.047619,0.25882353,,,,,1,,true,true,true,true,true,4,2,6.7598116,3.441772,0.041038035,8,0.31934694,0.66042674,28,true,true,true,true,true,true,true,4,5,6,true,5,3,3,7,0,0,0,0,1,1,1,1,0,0,0,0,1,1,198,12,60,
460,default,yellow dwarf (G),false,27.630764,339.25707,294.67769,28.780849,1.3904466,1,false,0.35545292,10.295704,2,orange-giant,ambient,0,15,0.67989844,0.4647651,3,0.20116205,0.0069088423,alpine,7.4938089,86,312.73256,farming,temperate-forest,true,3,0.21148566,5,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",326,321,0.585,0.81,true,true,51,33,solar,lunar,5,4,organized,organized,true,true,true,true,false,20,13.170732,0.057692308,,,,,1,,true,true,true,true,true,4,2,6.8888785,3.0356372,0.042307505,7,0.60692495,0.75056556,25,true,true,true,true,true,true,true,2,3,3,true,0,3,2,4,0,0,0,0,,1,1,1,0,0,0,0,1,1,126,32,72,
